conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27c7910a-c3b5-4d8d-a713-a6c334929a42,التخطيط المكاني,released,knowledge,sector-specific,,"مجال في الدراسة متعدد التخصصات بين الهندسة والعلوم الاجتماعية. يشير هذا المجال إلى تخطيط العمليات الاقتصادية والبيئية والاجتماعية لأهداف محددة.  ويتم الجمع بين هذه العمليات مع الرسوم البيانية والتمثيل المرئي بشأن الأنشطة الاجتماعية المكانية.
	",http://data.europa.eu/esco/isced-f/0732 | http://data.europa.eu/esco/skill/7f18039d-dfae-471b-9daa-507f6b2d2842,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2879e8f6-037a-49ed-ba73-6f7d7766223e,أنظمة الرقابة على المخلفات الغذائية,released,knowledge,sector-specific,,"مواصفات وفوائد وطرق استخدام الأدوات الرقمية في جمع والرقابة وتقييم البيانات حول المخلفات الغذائية في منظمة ما أو مؤسسة علاجية.
   ",http://data.europa.eu/esco/isced-f/0612,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/28ad7c97-9fb3-4b1d-846a-654e529ab8ac,التصنيع المستدام,released,knowledge,cross-sector,,"إنتاج المنتجات المصنعة باستخدام عملية إنتاج فعالة ومستدامة تعزز الحفاظ على الموارد الطبيعية وموارد الطاقة مع خفض الآثار البيئية السلبية إلى الحد الأدنى.
	",http://data.europa.eu/esco/isced-f/072,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/28bc5334-5372-4bd6-8458-c2b516dd6104,جمع النفايات الصناعية,released,skill/competence,cross-sector,,جمع النفايات الخطرة وغير الخطرة الناتجة عن الأنشطة الصناعية؛ مثل المواد المستخدمة في الطلاء والمواد الكيميائية والمنتجات الصناعية الثانوية والنفايات المشعة.,http://data.europa.eu/esco/skill/f8c676de-c871-424f-9a65-77059d07910a,مُناولة النفايات والمواد الخطرة والتخلّص منها
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/29bfe2cd-f011-4f94-a3aa-f77768e60460,تحليل استهلاك الطاقة,released,skill/competence,cross-sector,,تقييم وتحليل إجمالي الطاقة التي تستخدمها الشركة أو المؤسسة عبر تقييم الاحتياجات المتصلة بالعمليات التشغيلية وتحديد أسباب الاستهلاك الزائد عن الحاجة.,http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,التفكير الناقد | تحليل العمليات التجارية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/29c60c96-d71c-4a6e-ad81-fca0a4e48925,ترميم الموائل,released,knowledge,sector-specific,,"عملية إصلاح وإعادة تأهيل المناطق التي تعرضت لتدمير الموائل أو تغيير قاع البحر أو التهديد بانقراض بعض الأنواع الحيوانية والنباتية. ويشمل ترميم الموائل أيضاً التخفيف من التلوث والتآكل وإزالة الغابات.  وتتطلب إجراءات الترميم الرامية إلى إعادة إنشاء التنوع البيولوجي والنظام الإيكولوجي التشغيلي المعرفة بشأن حماية الأنواع وإدارتها وإعادة تكوينها عن طريق إعادة العوامل الحيوية وغير الحيوية إلى مستوياتها التاريخية.
	",http://data.europa.eu/esco/isced-f/0522,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/29f57ff2-2f7f-41e2-a1ed-30b3175c91a3,فحص السطح للبحث عن مصدر تلوث مياه الأمطار,released,skill/competence,sector-specific,,التأكد أن السطح الذي سيجمع مياه الأمطار لا يلوِّث المياه بالكيماويات وناقلات الأمراض والملوثات البيولوجية الأخرى.,http://data.europa.eu/esco/skill/54f7432d-a8b6-4ed4-a50e-9ec882320595 | http://data.europa.eu/esco/skill/f27bc0b0-5270-4467-9ea8-d6e8c2dbd9dc,الرصد والمعاينة والاختبار | فحص الأسطح
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2a2e85d7-75cc-40b4-8a34-82277d72eb84,الإشراف على عمليات التخلص من النفايات,released,skill/competence,sector-specific,,الإشراف على عمليات التخلص من النفايات البيولوجية والكيميائية بحسب اللوائح.,http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,توجيه الأنشطة التنفيذية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2a45f2d1-8f1a-4c62-9332-cfd3535d9d35,القيام بصيانة معدات معالجة المياه,released,skill/competence,sector-specific,,إجراء عمليات التصليح ومهام الصيانة الروتينية للمعدات المستخدمة في عمليات تنقية ومعالجة مياه الشرب ومياه الصرف.,http://data.europa.eu/esco/skill/8bcf4ef0-edda-4f6a-a1ce-7defb1d324d6 | http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,القيام بإجراءات معالجة المياه | تركيب الأجزاء الخشبية والمعدنية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2a74063a-d4b1-42fb-bc90-cb8c06ff53ec,تركيب سخان مياه يعمل بالطاقة الشمسية,released,skill/competence,cross-sector,,وضع سخانات المياه التي تعمل بالطاقة الشمسية والتي تستخدم ضوء الشمس لتسخين المياه. إيجاد موقعًا جيدًا للسخانات، والذي يكون في الغالب أعلى سطح مبنى، ووضعها وتوصيلها بمصدر المياه. إعداد سخان المياه للاستخدام.,http://data.europa.eu/esco/skill/982ccb23-102c-4d7a-a899-4df50a032def | http://data.europa.eu/esco/skill/b85caa4a-f04b-4331-80df-11404fd71225,تثبيت أنظمة الطاقة الشمسية المركزة | تركيب معدات التدفئة والتهوية وتكييف الهواء
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2a910a87-2253-404c-b75d-05af9b3363e3,مكافحة أمراض الغابات,released,skill/competence,occupation-specific,,حماية محاصيل الغابات من الآفات والأمراض باتخاذ تدابير المكافحة الكيميائية والصرف الصحي والإبادة.,http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,تقديم المشورة بشأن القضايا البيئية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2a95d8f8-dcd8-4052-9805-2dd9c507d372,ادارة ناقلات النفط السائرة في البحر,released,skill/competence,sector-specific,,إدارة عمليات الشحن والتفريغ لناقلات النفط السائرة في البحر، والتأكد أن الإجراءات المتخذة في هذه العمليات آمنة وسليمة بيئيًّا.,http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,تركيب الأجزاء الخشبية والمعدنية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2aaad52d-599e-4e77-a681-bbc236825821,تقييم آثار التصرفات الشخصية على البيئة,released,skill/competence,transversal,,"تبني تفكير متجه دائما نحو البيئة في حياتك اليومية والعمل على انعكاسه على تصرفاتك الشخصية الإيكولوجية وما لها من أثار على البيئة.
  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,تطبيق المهارات والخبرات الخاصة بالبيئة
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2afefe51-4dcf-4314-a014-7c0477ee7372,اجراء عملية معالجة المياه,released,skill/competence,sector-specific,,إجراء اختبارات المياه بانتظام والتأكد أن عمليات إدارة المياه وترشيحها تتبع الممارسات الإدارية المعقولة أو معايير الصناعة أو الممارسات الزراعية المقبولة العامة. تسجيل حالات تلوُّث المياه السابقة ومصدر التلوث والتلوث الذي تمت معالجته. اتخاذ إجراءات التخفيف لمنع أي تلوُّث آخر.,http://data.europa.eu/esco/skill/0b3930a2-8a13-4932-8a09-4c72ec8af464,الإشراف على جودة الأغذية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b281511-176e-4f7c-a581-0875d3c4cb51,اللوائح الخاصة بالغابات,released,knowledge,sector-specific,,القواعد القانونية المنطبقة على الغابات: القانون الزراعي، والقانون الريفي، وقوانين الصيد وصيد الأسماك.,http://data.europa.eu/esco/isced-f/0821,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b8d193d-4e87-41d0-8221-979c274b935c,التأكد من الامتثال لمعايير تربية المائيات,released,skill/competence,sector-specific,,التأكد من امتثال العمليات لمعايير تربية المائيات المستدامة.,http://data.europa.eu/esco/skill/3374fb57-056f-49e0-9fc5-000465e13794,تدريس إجراءات السلامة
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2bc626f8-32ce-4131-9f65-c52929d55a95,أنظمة التدفئة الكهربائية,released,knowledge,sector-specific,,"أنظمة التدفئة الكهربائية التي تساهم في خلق جو داخلي مريح وتقتصد الطاقة تحت ظروف صحيحة (استخدام منخفض الوتيرة، أو مباني معزولة بدرجة عالية جداً). وتشمل تدفئة الأرضيات/الجدران بالأشعة تحت الحمراء أو الكهرباء.
	",http://data.europa.eu/esco/isced-f/0713,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2bdc2f65-b42f-4963-abff-d7214ca4caae,معايير الانبعاثات,released,knowledge,cross-sector,,"القيود القانونية لكمية الملوثات التي يمكن أن تنبعث في البيئة. والإطار التشريعي للاتحاد الأوروبي الذي ينظم معايير الانبعاثات لقيادة المركبات.
	",http://data.europa.eu/esco/isced-f/0712,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2be2d20e-1191-4f85-8f8c-d49a60ca428a,العمل على التثقيف بشأن أنظمة إعادة التدوير,released,skill/competence,sector-specific,,تثقيف المؤسسات والأفراد بشأن الإجراءات والتشريعات الصحيحة الخاصة بإعادة تدوير أنواع النفايات المختلفة في أنواع الحاويات المختلفة وإجراءات تجميع النفايات والعقوبات المفروضة لعدم الامتثال للتشريعات.,http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488,التدريب على الإجراءات التشغيلية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2c8199c8-4e40-49b3-b878-caee6e1c1bc0,دراسة مستوى التلوث,released,skill/competence,sector-specific,,تحديد سبب حوادث التلوث وطبيعته ونطاق المخاطر بإجراء اختبارات على موقع التلوث وأيضًا في المعمل وإجراء البحوث.,http://data.europa.eu/esco/skill/3f82a026-8a37-4b54-9ebb-7702b66eeb24 | http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d | http://data.europa.eu/esco/skill/fac6dbca-0d38-48a0-a255-d2beea8156d6,اجراء الأبحاث البيئية | مراقبة الظروف البيئية | منع التلوث البحري
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2cb27e30-2be7-4a09-9502-fdd2102c046b,تولي التدريب على المسائل البيئية,released,skill/competence,cross-sector,,إجراء تدريبًا للعاملين وضمان فهم جميع أفراد القوة العاملة لكيفية مساهمتهم في تحسين الأداء البيئي.,http://data.europa.eu/esco/skill/7f321b88-3d16-4e30-8163-5494ca8ce978 | http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488,مشاركة الآخرين في التصرفات الرفيقة بالبيئة | إعطاء تعليمات للآخرين | التدريب على الإجراءات التشغيلية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2d158a78-179e-48e3-ab6f-dd5df7aedadb,إدارة الموائل المائية,released,skill/competence,occupation-specific,,"إزالة العوائق الصناعية التي تعيق حركة الحيوانات المائية مثل المعابر والسدود. المحافظة على النباتات الطبيعية طول خط الساحل واسترجاعها. تقليل التحات طوال الخطوط الساحلية المتقدمة. منع انتشار الفصائل المائية الغازية والأمراض وإجراء الرقابة حينما يحتاج الأمر لذلك.
   ",http://data.europa.eu/esco/skill/a28c96cd-a43d-4143-b992-903356d0923e | http://data.europa.eu/esco/skill/e52cd6e7-f8dc-4f6f-b988-5554423f53fb,ادارة الموائل | رعاية وتربية الحيوانات المائية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2d73b2d4-2dfd-42e9-a9f4-106d9c58a4b9,أنظمة الطاقة الغذائية المندمجة,released,knowledge,cross-sector,,"تضمين إنتاج الأغذية والطاقة في المزارع أو أنظمة إنتاج المأكولات.
	",http://data.europa.eu/esco/isced-f/0888,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2dd79277-f639-463d-b74f-00b7501d742d,تقنيات إزالة التلوث,released,knowledge,sector-specific,,الطرق والتقنيات المستخدمة لإزالة التلوث من النفايات عن طريق إزالة أو تحييد المادة الضارة.,http://data.europa.eu/esco/isced-f/0712,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2e55bf22-45f2-43f6-8aa0-28894263313d,محركات كهربائية,released,knowledge,sector-specific,,المحركات القادرة على تحويل الطاقة الكهربائية إلى طاقة ميكانيكية.,http://data.europa.eu/esco/isced-f/0716,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2e77d381-df21-4f84-b3dd-6062be7ef4e1,حماية النباتات خلال مكافحة الآفات,released,skill/competence,occupation-specific,,تطبيق أساليب حماية النباتات من المواد الكيميائية الخطيرة المستخدمة في مكافحة الآفات.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/08881cb7-5331-4b11-9442-4d7c9fce749e | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,تبني سبل تخفيف وطأة الاستهلاك السلبية | مكافحة الآفات | الالتزام بقوانين ومعايير حماية البيئة
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2eea3fd6-82ee-4334-8e36-62a0707cade1,تصميم المباني كتيمة الهواء,released,skill/competence,sector-specific,,"معالجة عزل المبنى ضد الهواء كجزء من مفهوم المحافظة على الطاقة. توجيه التصميم نحو العازلية وعدم تسرب الهواء بما يتفق مع مستوى كتم الهواء المطلوب.
	",http://data.europa.eu/esco/skill/7c3cde53-9ff7-4e82-8396-13fdfadd3432 | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,تصميم المباني | تصميم الهياكل أو المرافق
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f05d09d-7e91-423c-9210-19da0b0e34c6,القيام بصيانة وحدات التحكم بالري,released,skill/competence,sector-specific,,القيام بصيانة وبرمجة مختلف أنواع وحدات التحكم في الري، وتشمل النظم الميكانيكية والنظم التي تستخدم البطارية الشمسية والنظم الرقمية والنظم التي يتم التحكم فيها بواسطة الحاسوب.,http://data.europa.eu/esco/skill/cb073ba6-30bd-4fd5-871a-15b0fb1fa930 | http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,الحفاظ على أنظمة الري | صيانة المعدات الكهربائية والإلكترونية والدقيقة
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f48c606-a936-46a4-9058-dd925973efd6,قياس معايير جودة المياه,released,skill/competence,sector-specific,,التأكد من جودة المياه عن طريق مراعاة العناصر المختلفة مثل درجة الحرارة.,http://data.europa.eu/esco/skill/23d7bd85-d8d5-4455-b64d-3b0998f2425d,قياس الأبعاد والخصائص ذات الصلة
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f4cdc7e-d98d-4e6c-9811-3dc28255c7ff,مؤسسة اجتماعية,released,knowledge,sector-specific,,العمل الذي يستخدم أرباحه لإعادة الاستثمار في المهام الاجتماعية، والتي لها تأثير اجتماعي أو بيئي على المجتمع.,http://data.europa.eu/esco/isced-f/0923,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2fb4b423-c1e4-407d-ba48-38032d8dcda2,إدارة نفايات الصخور,released,skill/competence,sector-specific,,"نقل المخلفات والنفايات التي تم جمعها إلى نقطة التجميع المحددة والتخلص منها وفقًا للمتطلبات القانونية والتنظيمية.
	",http://data.europa.eu/esco/skill/cc948c21-aa71-47c5-8df6-c5d0deb99eb2 | http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f,إدارة النفايات الروتينية | التخلص من النفايات غير الخطرة أو الحطام
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/303c6ab0-21c3-4b09-ac77-d405936857d9,مواد التركيبات المستدامة,released,knowledge,sector-specific,,"أنواع مواد التركيبات التي تقلل الأثر السلبي للمبنى وتشييده على البيئة الخارجية طوال مدة عمرهما.
	",http://data.europa.eu/esco/skill/e26e07ca-4a35-42e3-940d-e5868fd38fba | http://data.europa.eu/esco/isced-f/0732,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/30685aeb-512f-4517-adc8-63bdc1eefb8e,تصميم نظام التدفئة الشمسي,released,skill/competence,sector-specific,,"تصميم نظام الطاقة الحرارية الشمسية. حساب حاجة المبنى الحقيقية للتدفئة، حساب الطلب المنزلي على الماء الساخن من أجل اختيار القدرة الصحيحة (كيلو واط). عمل تصميم مفصل للتركيب، والأساس، واستراتيجية الأتمتة باستخدام المنتجات والمفاهيم المتوفرة. تحديد التدفئة الخارجية وحسابها.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,تصميم الأنظمة أو المعدات الكهربائية أو الإلكترونية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/306d9964-2d32-4952-927a-e836bf7041ab,الأسمدة الطبيعية,released,knowledge,occupation-specific,,تكوين وعمل الأسمدة الطبيعية / العضوية، مثل الأسمدة المعدنية أو الأسمدة الحيوانية أو النباتية.,http://data.europa.eu/esco/isced-f/0811,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/30783499-3872-4b14-9684-6217e98c6e1d,التخلص من النفايات التي تم جمعها,released,knowledge,sector-specific,,الإجراءات الواجب اتباعها للتخلص من النفايات المجمعة بأمان وفي المكان المخصص للقيام بذلك.,http://data.europa.eu/esco/isced-f/0712,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/30dce29d-0518-4f5d-aeb0-2b5b49e3afbe,النظام الغذائي المائي,released,knowledge,sector-specific,,"الأسس والتقنيات التي تجمع بين الزراعة بدون تربة والزراعة المائية من أجل إنتاج غذاء الإنسان بشكل مستدام، واعتماداً على دورة الماء المستمرة بين مزارع الأسماك وأقسام زراعة النباتات.
   ",http://data.europa.eu/esco/isced-f/0811,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/311832d1-1167-47c7-b613-fc64784ffeed,وصف نظام القيادة الكهربائية,released,skill/competence,sector-specific,,"وصف نظام القيادة الكهربائية بالكامل مع كافة العناصر اللازمة له. هذه العناصر تشمل المحول، المحرك الإلكتروني، والأنظمة المساعدة الأخرى مثل محول تيار مستمر/تيار متقطع، والبطاريات.
	",http://data.europa.eu/esco/skill/d54970ba-d9f2-41ec-a852-bbd1e5796823,توفير المعلومات للجمهور والعملاء
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3220a66f-d129-463b-848e-891b4f1c79e3,وضع استراتيجيات إدارة المخلفات الخطرة,released,skill/competence,cross-sector,,وضع إستراتيجيات تهدف إلى زيادة الكفاءة التي يعالج بها المرفق النفايات الخطرة، مثل النفايات المشعة والمواد الكيميائية والإلكترونية، ونقلها والتخلص منها.,http://data.europa.eu/esco/skill/6ee936b0-4e0c-4e04-97c7-1f4ee9230d67 | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800,وضع الأهداف والاستراتيجيات | وضع استراتيجية لحل المشاكل
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/32a76797-6235-4659-869f-c691ffd30463,علم المناخ القديم,released,knowledge,occupation-specific,,مجال العلوم الذي يدرس التغيرات المناخية خلال تاريخ الأرض بأكمله من خلال جمع وتحليل عينات من العناصر مثل الصخور والجليد وحلقات الأشجار والرواسب.,http://data.europa.eu/esco/isced-f/0532,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/32f20d0e-d127-4901-a971-a53e26dfef14,نصح العملاء حول تكنولوجيات المنزل الذكية,released,skill/competence,occupation-specific,,"تقديم النصح إلى العملاء حول إمكانيات تركيب تكنولوجيات المنزل الذكية، حسب المتطلبات المحددة وظروف البنية.
	",http://data.europa.eu/esco/skill/62afcfdd-a2a6-4143-bafb-59c77e15a01c,تقديم المشورة بشأن المنتجات والخدمات
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/33784b61-bd86-4451-8a89-741ada5f8475,القيام بصيانة الأنظمة الفولتضوئية,released,skill/competence,sector-specific,,القيام بمهام الصيانة والتصليح للأنظمة التي تولِّد الطاقة الكهربائية عبر تحويل الضوء إلى تيارات كهربائية، ما يعرف باسم التأثير الفولتضوئي. ضمان التقيد باللوائح والتركيب الصحيح لنظام الطاقة الفولتضوئي.,http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,صيانة المعدات الكهربائية والإلكترونية والدقيقة
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/340a75f4-76e1-4ef0-8f1e-1bb78ba561ef,التحقق من الامتثال للوائح النفايات الخطرة,released,skill/competence,cross-sector,,فحص إستراتيجيات المنظمة أو المرفق التي تتناول إدارة النفايات الخطرة لضمان امتثال أعمالها للتشريعات ذات الصلة واتخاذ التدابير اللازمة لتحسين الوقاية من التعرض وضمان الصحة والسلامة.,http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,مراقبة السلامة أو الأمن
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3419fac9-575d-4492-a018-edff6f4dae26,القوانين البيئية المتعلقة بالزراعة والحراجة,released,knowledge,cross-sector,,التوعية بالقوانين والسياسات البيئية والمبادئ ذات الصلة بالزراعة والحراجة. التوعية بأثر الإجراءات والممارسات الزراعية المحلية على البيئة. وسائل ضبط الإنتاج وفقا للأنظمة والسياسات البيئية الجديدة.,http://data.europa.eu/esco/isced-f/0421,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34406889-f522-47a7-b60d-8545b36d73bb,السعي جاهدًا من أجل الإنشاءات المعمارية المتناسقة,released,skill/competence,occupation-specific,,تصميم الإنشاءات التي تحافظ على التوازن بين الطبيعة والمباني وتطويرها. ضمان تأسيس المباني في الموقع يحافظ على تجانس المكان.,http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,تصميم الهياكل أو المرافق
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/347b6a67-59ad-4408-bb9c-cfa502867e24,مراقبة سلامة الغابات,released,skill/competence,sector-specific,,مراقبة سلامة الغابات لضمان اتخاذ عمال الغابات للإجراءات الضرورية كافة.,http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,مراقبة الظروف البيئية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/351cd749-498c-4ed3-9e38-58fc9bbf8f0e,التأكد من الامتثال لمعايير الضجيج,released,skill/competence,cross-sector,,التأكد أن المباني والطرق والحركة الجوية والفعاليات تمتثل لمعايير ولوائح الضجيج المحلية أو الوطنية أو الدولية للحد من إزعاج السكان في المناطق المجاورة.,http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,الالتزام بإجراءات الصحة والسلامة
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3577e49b-951d-4d46-a1f4-417087a8fb6d,التكيف مع الأحوال الجوية المختلفة,released,skill/competence,cross-sector,,تجاوز التعرض المنتظم للأحوال الجوية القاسية والبيئات الخطرة.,http://data.europa.eu/esco/skill/49de9958-2aa4-4eef-a89d-fe5d5bcd28c4 | http://data.europa.eu/esco/skill/4feed491-dc09-4218-814a-0146e13ef4fe,التكيف مع التغيير | حل المشاكل
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/36359101-4488-4859-83a8-9600d9faf3f2,إشراك المجتمعات المحلية في إدارة المحميات الطبيعية,released,skill/competence,sector-specific,,"إقامة علاقة مع المجتمع المحلي في المكان المقصود لتقليل الخلافات من خلال دعم النمو الاقتصادي لمشاريع السياحة الداخلية واحترام الممارسات التقليدية المحلية.
   ",http://data.europa.eu/esco/skill/7d9bace0-63d0-4848-ac87-350a98082c12 | http://data.europa.eu/esco/skill/8a3b45dc-8299-4b67-99db-6542daf79ac3,المشاركة النشطة في الحياة المدنية | تطوير العلاقات أو الشبكات المهنية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3727f0d3-da1b-4ce3-a9cb-efe6130fe41f,تقييم التلوث,released,skill/competence,cross-sector,,تحليل أدلة التلوث. تقديم المشورة بشأن كيفية التطهير.,http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,تقييم الأراضي أو العقارات
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/37ba5509-9665-4947-a5ae-f124d5769473,صنع عجينة الورق,released,skill/competence,occupation-specific,,صنع عجينة أو لب الورق من الورق المُعاد تدويره أو المُستعمَل، باستخدام الماء في الخلاطات أو المعدات الأخرى. ثم إضافة الألوان عن طريق إضافة ورق بألوان مختلفة.,http://data.europa.eu/esco/skill/06769591-b8cf-46b2-b1d3-6602b1cf440e,تشغيل ماكينات معالجة الأخشاب وصناعة الورق
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/38f7be4a-f6af-4f1d-a972-8c51b27d2cea,تطبيق قواعد الحدائق,released,skill/competence,occupation-specific,,تطبيق القوانين والقواعد البيئية المتصلة بإدارة الغابات. تطبيق حراس الغابة اللوائح المحلية، والخاصة بالولاية، والوطنية المطبقة على استخدام الغابة والمحافظة على الحياة البرية. القيام بعمليات التحقق من السلامة بمواقع المعسكرات والتحقيق في الشكاوى.,http://data.europa.eu/esco/skill/e9eb9c23-c1f4-4ce9-83c9-2f6a211cc536,الحفاظ على الأمن المادي وإنفاذه
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3936cc7d-d045-4eb0-b951-b862a072c0a2,تصميم المؤشرات لخفض المخلفات الغذائية,released,skill/competence,cross-sector,,"تحديد مؤشرات الأداء الرئيسية (KPI) لخفض البقايا الغذائية وإدارتها بما يتفق مع المعايير الموضوعة. الإشراف على تقييم الأساليب والمعدات والتكاليف من حيث تفادي البقايا الغذائية.
	",http://data.europa.eu/esco/skill/15fa3879-ac0e-46e6-ae36-609bae9c19c3,مراقبة الأنشطة التشغيلية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3955cd15-a1fa-4c16-99b4-c39cb17db21d,تدابير الحماية المتعلقة بإلحاق الكائنات الحية,released,knowledge,sector-specific,,تدابير الحماية الوطنية والدولية المتعلقة بإلحاق الكائنات الحية، على سبيل المثال توجيه المجلس 2000/29/ EC بشأن تدابير الحماية المتعلقة بإلحاق الكائنات الحية الضارة بالنبات أو المنتجات النباتية في المجتمع وضد انتشارها داخل المجتمع.,http://data.europa.eu/esco/isced-f/0522,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/395ace35-e463-4dc7-8181-c2dd43885107,إجراء دراسة جدوى لمضخات التدفئة,released,skill/competence,sector-specific,,"تنفيذ عمليات تقدير وتقييم إمكانيات نظام مضخة التدفئة. تحقيق دراسة قياسية لتحديد التكاليف والقيود، وإجراء البحث لدعم عملية صنع القرار.
	",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,تنفيذ دراسة الجدوى | تحليل العمليات التجارية
